CampusE,Faculty Type_Chair,Faculty Type_FA,TitleE,Join Year,Join Month,Join Weekday,In Service Yes/No,Reports ToE,Highest Qualification LevelE,MajorE,UniversityE,Double DegreesE,Number of Qualifications,No Of Courses Taught,Professional Experience Years,Teaching Experience Years,CriteriaE
0.07774,0,1,0.90106,2010,1,6,1,0.08127,0.5942,9,8,0,5,4,12,8,4
0.07774,0,1,0.90106,1997,8,5,1,0.08127,0.5942,5,20,0,2,2,3,18,0
0.07774,0,1,0.90106,2012,8,6,1,0.08127,0.5942,14,8,0,2,3,38,0,0
0.00707,0,1,0.90106,2016,8,6,1,0.08127,0.3587,0,8,0,2,1,12,11,0
0.00707,0,1,0.90106,2016,8,6,1,0.0106,0.3587,14,8,0,2,1,25,0,5
0.16254,0,1,0.04947,2015,8,6,1,0.0742,0.5942,13,8,0,0,2,0,0,4
0.16254,0,1,0.90106,2013,8,2,1,0.0742,0.3587,14,15,0,4,2,7,7,4
0.16254,0,1,0.90106,2013,8,2,1,0.0742,0.3587,9,8,0,5,3,5,6,4
0.16254,0,1,0.90106,2005,8,5,1,0.0742,0.5942,14,8,0,2,1,4,21,4
0.16254,0,1,0.90106,2014,3,6,1,0.0742,0.3587,7,8,0,5,5,0,29,4
0.16254,0,1,0.90106,2015,8,6,1,0.0742,0.3587,14,2,0,1,3,0,0,4
0.16254,0,1,0.90106,2013,3,1,1,0.0742,0.3587,4,8,0,3,3,0,0,4
0.16254,0,1,0.90106,2012,8,6,1,0.0742,0.3587,11,8,0,2,3,5,8,4
0.16254,0,1,0.04947,2014,8,6,1,0.0742,0.0471,8,8,0,1,2,0,0,4
0.16254,0,1,0.90106,2014,2,1,1,0.0742,0.3587,6,8,0,3,4,0,0,4
0.16254,0,1,0.90106,2015,8,6,1,0.0742,0.3587,14,8,0,3,4,0,0,4
0.16254,0,1,0.04947,2014,4,6,1,0.0742,0.0471,11,5,0,1,3,0,0,4
0.16254,0,1,0.90106,2000,1,5,1,0.0742,0.5942,14,12,0,5,3,0,19,4
0.16254,0,1,0.90106,1997,1,5,1,0.0742,0.5942,14,8,0,2,3,17,29,4
0.16254,0,1,0.90106,2011,2,3,1,0.0742,0.5942,9,20,0,1,2,0,0,4
0.16254,0,1,0.90106,2010,1,6,1,0.0742,0.5942,3,8,0,2,3,19,6,4
0.16254,0,1,0.90106,2008,9,6,1,0.0742,0.3587,11,8,0,3,4,3,18,4
0.16254,0,1,0.90106,2013,8,2,1,0.0742,0.3587,14,8,0,3,3,12,5,4
0.16254,0,1,0.90106,2009,8,6,1,0.0742,0.5942,3,15,0,2,1,7,8,4
0.16254,0,1,0.90106,2005,1,5,1,0.0742,0.5942,14,8,0,2,3,16,8,4
0.16254,0,1,0.90106,2015,8,6,1,0.0742,0.3587,13,8,0,0,4,0,0,4
0.16254,0,1,0.90106,2012,8,6,1,0.08834,0.5942,14,8,0,11,4,9,5,4
0.16254,0,1,0.04947,2015,1,6,1,0.08834,0.5942,3,20,0,5,2,0,0,4
0.16254,0,1,0.90106,2011,4,6,1,0.08834,0.5942,6,8,0,1,3,0,0,4
0.16254,0,1,0.90106,2014,10,0,1,0.08834,0.5942,14,8,0,3,3,29,7,4
0.16254,0,1,0.90106,2007,8,6,1,0.08834,0.3587,5,8,0,4,3,9,14,4
0.16254,0,1,0.90106,2015,9,3,1,0.08834,0.5942,13,8,0,0,4,0,0,4
0.16254,0,1,0.90106,2012,1,6,1,0.08834,0.5942,1,8,0,3,2,6,0,4
0.16254,0,1,0.90106,2013,8,2,1,0.08834,0.5942,14,20,0,3,3,5,0,4
0.16254,0,1,0.90106,2008,8,1,1,0.08834,0.3587,14,8,0,3,4,3,7,4
0.16254,0,1,0.90106,2008,8,6,1,0.08834,0.3587,0,8,0,4,4,5,14,4
0.16254,0,1,0.90106,2000,8,5,1,0.08834,0.5942,3,4,0,5,5,13,16,4
0.16254,0,1,0.90106,1997,9,0,1,0.08834,0.3587,3,10,0,3,2,17,16,4
0.16254,0,1,0.90106,2013,12,6,1,0.08834,0.5942,3,5,0,2,2,4,0,4
0.16254,0,1,0.90106,2014,8,6,1,0.08834,0.5942,3,8,0,3,2,4,14,4
0.16254,0,1,0.90106,2007,8,6,1,0.08834,0.3587,14,2,0,3,2,0,5,4
0.16254,0,1,0.90106,2012,8,6,1,0.08834,0.5942,10,8,0,1,3,0,0,4
0.16254,0,1,0.90106,2004,10,0,1,0.08834,0.3587,11,10,0,2,3,0,9,4
0.16254,0,1,0.90106,2009,8,5,1,0.08834,0.5942,3,8,0,2,2,0,0,4
0.16254,0,1,0.90106,2013,8,2,1,0.08834,0.3587,5,9,0,4,3,3,14,4
0.16254,0,1,0.90106,2015,8,6,1,0.08834,0.3587,3,8,0,2,4,0,0,4
0.16254,0,1,0.0106,1997,3,1,1,0.08834,0.5942,7,12,0,3,4,2,30,4
0.16254,0,1,0.90106,2014,10,6,1,0.08834,0.5942,8,8,0,3,4,4,8,4
0.16254,0,1,0.90106,2007,2,6,1,0.08834,0.3587,3,10,0,5,4,0,0,4
0.16254,0,1,0.90106,1996,8,4,1,0.08834,0.5942,11,1,0,3,4,4,21,4
0.16254,0,1,0.90106,2016,8,6,1,0.08834,0.3587,8,8,0,2,1,10,6,4
0.01413,0,1,0.90106,1990,1,5,1,0.07067,0.5942,8,13,0,4,5,2,32,4
0.01413,0,1,0.90106,2014,10,2,1,0.07067,0.5942,14,8,0,4,4,0,11,4
0.01413,0,1,0.90106,2015,1,6,1,0.07067,0.5942,10,8,0,5,3,14,8,4
0.01413,0,1,0.90106,2000,8,3,1,0.07067,0.5942,7,8,0,2,2,0,20,4
0.0636,0,1,0.90106,2009,1,6,1,0.07067,0.3587,14,8,0,7,4,13,12,4
0.0636,0,1,0.90106,2012,8,6,1,0.07067,0.5942,3,8,0,1,3,0,0,4
0.0636,0,1,0.90106,2008,9,1,1,0.07067,0.5942,11,7,0,2,4,0,11,4
0.0636,0,1,0.90106,2010,1,5,1,0.07067,0.5942,14,8,0,2,5,0,5,4
0.0636,0,1,0.04947,2014,9,0,1,0.07067,0.0471,2,6,0,2,1,0,0,4
0.0636,0,1,0.90106,2012,2,6,1,0.07067,0.0471,14,6,0,2,1,0,0,4
0.0636,0,1,0.04947,2014,9,0,1,0.07067,0.0471,14,6,0,2,1,0,0,4
0.0636,0,1,0.04947,2007,4,6,1,0.07067,0.5942,14,8,0,3,2,0,0,4
0.0636,0,1,0.90106,2008,9,2,1,0.07067,0.5942,14,8,0,2,5,0,13,4
0.0636,0,1,0.04947,2014,11,6,1,0.07067,0.0471,14,8,0,2,0,0,0,4
0.0636,0,1,0.90106,2005,8,5,1,0.07067,0.5942,14,8,0,2,2,0,4,4
0.0636,0,1,0.90106,2008,8,6,1,0.07067,0.5942,14,8,0,2,4,0,7,4
0.0636,0,1,0.90106,2010,1,6,1,0.07067,0.5942,3,17,0,2,4,0,11,4
0.0636,0,1,0.90106,2011,9,6,1,0.07067,0.0471,14,6,0,2,0,0,0,4
0.0636,0,1,0.90106,2011,8,6,1,0.07067,0.5942,14,8,0,3,3,0,0,4
0.0636,0,1,0.90106,2015,2,6,1,0.07067,0.5942,11,8,0,5,3,0,0,4
0.0636,0,1,0.90106,2016,8,6,1,0.00353,0.3587,14,8,0,2,1,20,3,0
0.0636,1,0,0.90106,2016,8,6,1,0.0106,0.3587,14,8,0,2,1,6,0,6
0.0212,0,1,0.90106,2015,1,3,1,0.0318,0.5942,5,15,0,2,5,0,0,4
0.0212,0,1,0.90106,2010,1,5,1,0.0318,0.5942,14,8,0,3,3,0,0,4
0.0212,0,1,0.90106,2014,8,6,1,0.0318,0.5942,1,11,0,2,6,0,20,4
0.0212,0,1,0.90106,2007,8,2,1,0.0318,0.5942,3,8,0,1,4,0,0,4
0.0212,0,1,0.90106,2008,2,4,1,0.0318,0.5942,8,8,0,4,4,0,0,4
0.0212,0,1,0.90106,2015,8,6,1,0.0318,0.5942,14,8,0,2,4,0,0,4
0.0106,0,1,0.90106,1995,8,0,1,0.08127,0.5942,14,13,0,4,2,25,0,4
0.0106,0,1,0.90106,2016,8,6,1,0.08127,0.3587,6,8,0,2,1,0,8,5
0.0106,0,1,0.90106,2016,8,6,1,0.08127,0.3587,14,8,0,2,1,6,8,4
0.07067,0,1,0.04947,2014,5,6,1,0.08127,0.0471,14,5,0,1,1,0,0,7
0.07067,0,1,0.04947,2014,4,6,1,0.08127,0.0471,2,3,0,2,1,0,0,7
0.07067,0,1,0.90106,2015,2,6,1,0.08127,0.3587,5,8,0,5,4,0,10,4
0.07067,0,1,0.90106,2009,8,6,0,0.08127,0.3587,14,8,0,3,3,6,15,4
0.07067,0,1,0.90106,2013,2,1,1,0.08127,0.5942,15,8,0,2,1,1,0,4
0.07067,0,1,0.0106,1999,1,6,1,0.08127,0.5942,12,16,0,3,3,8,14,4
0.07067,0,1,0.90106,2007,4,6,1,0.08127,0.5942,15,3,0,2,2,0,0,4
0.07067,0,1,0.90106,2010,1,6,1,0.08127,0.5942,3,8,0,2,3,20,5,4
0.07067,0,1,0.90106,2014,9,6,1,0.08127,0.3587,12,8,0,3,3,0,10,4
0.07067,0,1,0.90106,2014,10,0,1,0.08127,0.3587,3,8,0,4,4,8,10,4
0.07067,0,1,0.04947,2014,4,6,1,0.08127,0.0471,2,3,0,2,1,0,0,4
0.07067,0,1,0.90106,2007,1,6,1,0.08127,0.5942,15,3,0,2,2,0,0,4
0.07067,0,1,0.90106,2007,3,2,1,0.08127,0.5942,3,8,0,3,3,5,9,4
0.07067,0,1,0.90106,2014,8,6,1,0.08127,0.5942,14,8,0,4,3,6,8,4
0.07067,0,1,0.90106,2016,8,6,1,0.08127,0.3587,11,8,0,2,1,7,6,5
0.07067,0,1,0.90106,2016,8,6,1,0.08127,0.3587,11,8,0,2,1,16,4,4
0.07067,0,1,0.90106,2016,8,6,1,0.08127,0.3587,14,8,0,2,1,16,7,1
0.07067,0,1,0.90106,2016,8,6,1,0.08127,0.3587,14,8,0,1,1,16,4,4
0.07067,0,1,0.90106,2016,8,6,1,0.08127,0.3587,14,8,0,3,1,15,4,5
0.07067,0,1,0.90106,2016,8,6,1,0.08127,0.3587,14,8,0,2,1,16,16,5
0.0106,0,1,0.90106,1997,8,5,1,0.0318,0.5942,3,8,0,3,7,0,0,4
0.0106,0,1,0.90106,2014,10,6,1,0.0318,0.5942,3,8,0,3,7,0,0,4
0.0106,0,1,0.90106,2014,8,6,1,0.0318,0.5942,3,8,0,2,5,0,0,4
0.05654,0,1,0.90106,2015,8,1,1,0.06714,0.5942,3,8,0,2,2,0,0,4
0.05654,0,1,0.90106,2004,2,4,1,0.06714,0.5942,14,8,0,2,3,5,0,4
0.05654,0,1,0.90106,2014,8,6,1,0.06714,0.3587,11,8,0,4,4,5,0,4
0.05654,0,1,0.90106,2015,4,2,1,0.06714,0.5942,14,16,0,5,3,0,0,4
0.05654,0,1,0.90106,2012,1,6,1,0.06714,0.5942,9,19,0,5,3,0,0,0
0.05654,0,1,0.90106,2012,2,6,1,0.06714,0.5942,14,8,0,3,2,0,14,4
0.05654,0,1,0.0106,1999,8,5,1,0.06714,0.5942,14,12,0,2,3,5,0,4
0.05654,0,1,0.90106,2014,8,6,1,0.06714,0.5942,1,8,0,3,5,0,0,4
0.05654,0,1,0.90106,2015,3,6,1,0.06714,0.3587,11,8,0,4,2,0,0,4
0.05654,0,1,0.90106,2015,8,6,1,0.06714,0.3587,13,8,0,0,2,0,0,4
0.05654,0,1,0.90106,2013,1,6,1,0.10954,0.5942,14,8,0,2,3,0,0,4
0.05654,0,1,0.90106,2011,8,6,1,0.10954,0.5942,7,14,0,2,3,0,0,4
0.05654,0,1,0.90106,2016,8,6,1,0.06714,0.3587,0,8,0,2,1,11,0,0
0.05654,0,1,0.90106,2016,8,6,1,0.06714,0.3587,0,8,0,2,1,5,19,0
0.05654,0,1,0.90106,2016,8,6,1,0.06714,0.3587,0,8,0,2,1,5,0,4
0.12014,0,1,0.90106,2011,8,6,1,0.06714,0.5942,4,8,0,2,4,0,0,4
0.12014,0,1,0.90106,2014,10,6,1,0.06714,0.5942,3,8,0,2,5,5,0,4
0.12014,0,1,0.90106,2008,8,5,1,0.06714,0.5942,3,0,0,4,2,0,0,4
0.12014,0,1,0.90106,2015,8,6,1,0.06714,0.5942,13,8,0,0,2,0,0,4
0.12014,0,1,0.90106,2004,8,5,1,0.06714,0.5942,14,8,0,2,2,5,0,4
0.12014,0,1,0.04947,2014,5,6,1,0.06714,0.0471,2,8,0,5,0,0,0,4
0.12014,0,1,0.90106,2009,8,5,1,0.10954,0.5942,3,8,0,2,3,5,0,4
0.12014,0,1,0.90106,2013,8,6,1,0.10954,0.5942,3,8,0,4,3,5,0,4
0.12014,0,1,0.90106,2013,2,5,1,0.10954,0.5942,3,8,0,1,3,0,0,4
0.12014,0,1,0.0318,2015,8,6,0,0.10954,0.5942,6,15,0,3,2,5,0,4
0.12014,0,1,0.90106,2013,8,6,1,0.10954,0.5942,14,8,0,3,3,5,0,4
0.12014,0,1,0.04947,2014,5,0,1,0.10954,0.0471,14,8,0,2,3,5,0,4
0.12014,0,1,0.90106,2012,9,6,1,0.10954,0.5942,6,8,0,3,2,0,0,4
0.12014,0,1,0.90106,2008,8,6,1,0.10954,0.5942,11,8,0,2,3,5,0,4
0.12014,0,1,0.90106,2014,11,6,1,0.10954,0.5942,3,1,0,1,2,0,0,4
0.12014,0,1,0.90106,2013,8,6,1,0.10954,0.5942,14,8,0,3,4,5,0,4
0.12014,0,1,0.90106,2011,1,6,1,0.10954,0.3587,11,1,0,3,2,5,0,4
0.12014,0,1,0.90106,2015,3,0,1,0.10954,0.5942,14,14,0,2,3,0,0,4
0.12014,0,1,0.90106,2013,8,6,1,0.10954,0.5942,14,18,0,2,3,5,0,4
0.12014,0,1,0.90106,2014,8,1,1,0.10954,0.5942,11,8,0,2,2,5,0,4
0.12014,0,1,0.90106,2015,4,2,1,0.10954,0.3587,14,8,0,3,2,0,0,4
0.12014,0,1,0.90106,2015,8,6,1,0.10954,0.3587,13,8,0,0,2,0,0,4
0.12014,0,1,0.90106,2012,10,6,1,0.10954,0.5942,3,15,0,6,3,5,0,4
0.12014,0,1,0.90106,2009,8,6,1,0.10954,0.3587,3,10,0,3,3,0,0,4
0.12014,0,1,0.90106,2015,8,6,1,0.10954,0.3587,14,8,0,4,0,0,0,4
0.12014,0,1,0.90106,2016,8,6,1,0.10954,0.3587,14,8,0,2,1,3,16,6
0.12014,0,1,0.90106,2016,8,6,1,0.10954,0.3587,6,8,0,2,1,9,11,5
0.12014,0,1,0.90106,2016,8,6,1,0.10954,0.3587,12,8,0,2,1,16,19,6
0.12014,0,1,0.90106,2016,8,6,1,0.10954,0.3587,14,8,0,2,1,14,9,2
0.12014,0,1,0.90106,2016,8,6,1,0.10954,0.3587,14,8,0,2,1,12,11,5
0.12014,0,1,0.90106,2016,8,6,1,0.10954,0.3587,14,8,0,2,1,16,11,5
